"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"31.12.2024","87,33","88,13","88,28","87,26","31,92M","-0,54%"
"30.12.2024","87,80","87,83","88,04","87,67","48,52M","0,80%"
"27.12.2024","87,10","87,48","87,78","87,06","27,26M","-0,82%"
"26.12.2024","87,82","87,21","87,96","87,20","20,00M","-0,06%"
"24.12.2024","87,87","87,04","87,89","86,98","22,38M","0,42%"
"23.12.2024","87,50","88,16","88,23","87,44","32,76M","-0,92%"
"20.12.2024","88,31","88,53","88,91","88,29","45,54M","0,57%"
"19.12.2024","87,81","88,07","88,39","87,50","99,08M","-1,51%"
"18.12.2024","89,16","89,97","90,37","89,14","61,33M","-1,63%"
"17.12.2024","90,64","90,52","90,99","90,46","23,84M","0,24%"
"16.12.2024","90,42","90,55","90,62","90,05","23,48M","0,30%"
"13.12.2024","90,15","90,80","90,85","90,08","39,49M","-1,02%"
"12.12.2024","91,08","91,64","91,75","91,00","45,37M","-1,21%"
"11.12.2024","92,20","93,07","93,29","92,11","38,75M","-0,95%"
"10.12.2024","93,08","93,02","93,30","92,90","28,71M","-0,47%"
"09.12.2024","93,52","93,99","94,04","93,46","30,51M","-0,92%"
"06.12.2024","94,39","94,72","94,85","94,02","31,76M","0,15%"
"05.12.2024","94,25","93,72","94,39","93,65","23,70M","0,20%"
"04.12.2024","94,06","92,61","94,19","92,54","35,85M","1,07%"
"03.12.2024","93,06","93,93","94,03","92,99","32,77M","-0,86%"
"02.12.2024","93,87","93,27","94,15","93,00","39,41M","-0,11%"
"29.11.2024","93,97","93,78","93,99","93,44","31,91M","1,03%"
"27.11.2024","93,01","93,04","93,38","92,67","39,44M","0,69%"
"26.11.2024","92,37","92,16","92,44","91,81","31,12M","-0,39%"
"25.11.2024","92,73","92,20","92,78","91,99","56,86M","2,59%"
"22.11.2024","90,39","90,51","90,70","90,15","21,55M","0,06%"
"21.11.2024","90,34","90,45","90,85","90,00","28,37M","-0,08%"
"20.11.2024","90,41","90,15","90,83","90,11","27,76M","-0,32%"
"19.11.2024","90,70","90,82","91,07","90,62","29,59M","0,51%"
"18.11.2024","90,24","89,66","90,59","89,42","36,06M","0,18%"
"15.11.2024","90,08","89,92","90,65","89,51","73,72M","-0,27%"
"14.11.2024","90,32","90,56","91,03","90,27","53,33M","0,58%"
"13.11.2024","89,80","91,51","91,54","89,72","49,01M","-0,95%"
"12.11.2024","90,66","91,37","91,85","90,51","57,91M","-1,50%"
"11.11.2024","92,04","92,25","92,29","91,62","22,37M","-0,49%"
"08.11.2024","92,49","92,00","92,60","91,84","56,76M","1,27%"
"07.11.2024","91,33","90,75","91,62","90,65","56,22M","1,25%"
"06.11.2024","90,20","89,64","90,72","89,55","98,90M","-2,74%"
"05.11.2024","92,74","92,03","92,90","91,60","46,99M","0,53%"
"04.11.2024","92,25","92,28","92,57","91,63","49,75M","1,55%"
"01.11.2024","90,84","92,26","92,51","90,80","80,40M","-1,74%"
"31.10.2024","92,45","92,20","92,94","91,87","52,17M","0,16%"
"30.10.2024","92,30","92,84","93,29","92,16","41,95M","0,29%"
"29.10.2024","92,03","91,17","92,06","90,98","46,55M","0,15%"
"28.10.2024","91,89","92,27","92,29","91,42","33,16M","-0,27%"
"25.10.2024","92,14","92,99","93,04","92,02","28,67M","-0,56%"
"24.10.2024","92,66","92,23","93,00","91,96","32,51M","0,64%"
"23.10.2024","92,07","91,84","92,37","91,66","33,35M","-0,27%"
"22.10.2024","92,32","92,65","92,76","92,09","32,10M","0,10%"
"21.10.2024","92,23","93,02","93,09","92,23","49,50M","-1,75%"
"18.10.2024","93,87","94,05","94,28","93,86","25,26M","0,07%"
"17.10.2024","93,80","94,29","94,44","93,67","43,43M","-1,58%"
"16.10.2024","95,31","95,39","95,62","95,14","32,28M","0,42%"
"15.10.2024","94,91","94,46","95,00","94,37","46,43M","1,22%"
"14.10.2024","93,76","93,04","93,78","92,98","28,80M","0,07%"
"11.10.2024","93,70","93,48","94,07","93,42","27,41M","-0,40%"
"10.10.2024","94,08","93,88","94,09","93,41","53,67M","-0,39%"
"09.10.2024","94,45","94,67","94,90","94,23","35,81M","-0,57%"
"08.10.2024","94,99","94,39","95,03","94,33","33,71M","0,17%"
"07.10.2024","94,83","94,98","95,27","94,76","42,61M","-0,75%"
"04.10.2024","95,55","95,44","95,96","95,40","56,97M","-1,23%"
"03.10.2024","96,74","97,34","97,51","96,74","39,68M","-0,94%"
"02.10.2024","97,66","97,36","97,73","97,06","35,81M","-0,84%"
"01.10.2024","98,49","98,80","99,33","98,39","45,25M","0,40%"
"30.09.2024","98,10","98,64","98,71","97,88","34,21M","-0,48%"
"27.09.2024","98,57","98,54","98,75","98,21","28,32M","0,52%"
"26.09.2024","98,06","98,07","98,25","97,42","33,33M","0,24%"
"25.09.2024","97,83","98,26","98,32","97,79","36,74M","-0,83%"
"24.09.2024","98,65","98,00","98,89","97,85","31,01M","-0,02%"
"23.09.2024","98,67","98,50","99,09","98,02","35,70M","-0,21%"
"20.09.2024","98,88","98,99","99,25","98,72","37,07M","-0,38%"
"19.09.2024","99,26","98,92","99,31","98,77","39,98M","-0,33%"
"18.09.2024","99,59","100,24","100,73","99,54","48,90M","-1,24%"
"17.09.2024","100,84","101,47","101,64","100,74","31,70M","-0,48%"
"16.09.2024","101,33","100,63","101,37","100,41","30,87M","0,92%"
"13.09.2024","100,41","100,46","100,61","100,02","25,72M","0,27%"
"12.09.2024","100,14","100,36","100,55","99,69","41,81M","-0,47%"
"11.09.2024","100,61","100,49","101,24","100,35","39,50M","-0,08%"
"10.09.2024","100,69","99,87","100,91","99,82","31,70M","0,70%"
"09.09.2024","99,99","99,40","100,10","99,16","26,96M","0,43%"
"06.09.2024","99,56","99,55","100,78","99,19","57,41M","-0,01%"
"05.09.2024","99,57","99,34","99,68","98,78","47,45M","0,57%"
"04.09.2024","99,01","97,88","99,03","97,81","40,89M","1,29%"
"03.09.2024","97,75","97,56","98,06","97,42","48,95M","1,31%"
"30.08.2024","96,49","97,68","97,99","96,47","42,90M","-1,07%"
"29.08.2024","97,53","97,37","97,64","97,13","24,99M","-0,33%"
"28.08.2024","97,85","98,01","98,20","97,72","18,50M","-0,12%"
"27.08.2024","97,97","97,49","98,08","97,41","21,51M","-0,17%"
"26.08.2024","98,14","98,69","98,70","98,08","23,20M","-0,25%"
"23.08.2024","98,39","98,19","98,67","97,96","32,01M","0,65%"
"22.08.2024","97,75","98,23","98,30","97,43","33,45M","-0,99%"
"21.08.2024","98,73","98,67","99,20","98,21","29,23M","0,06%"
"20.08.2024","98,67","98,32","98,86","98,12","25,24M","0,80%"
"19.08.2024","97,89","97,42","98,15","97,40","25,32M","0,46%"
"16.08.2024","97,44","97,44","97,54","97,01","28,54M","0,35%"
"15.08.2024","97,10","96,40","97,10","96,21","38,72M","-0,81%"
"14.08.2024","97,89","97,55","98,16","97,51","31,33M","0,63%"
"13.08.2024","97,28","97,30","97,36","96,98","30,37M","0,69%"
"12.08.2024","96,61","96,03","96,82","95,88","24,26M","0,36%"
"09.08.2024","96,26","96,51","96,54","96,09","32,14M","0,99%"
"08.08.2024","95,32","95,11","95,40","94,84","37,82M","-0,62%"
"07.08.2024","95,91","95,95","96,45","95,50","51,34M","-0,70%"
"06.08.2024","96,59","98,15","98,41","96,59","61,32M","-2,24%"
"05.08.2024","98,80","99,69","99,93","97,90","90,69M","0,53%"
"02.08.2024","98,28","97,00","98,37","96,89","91,91M","3,12%"
"01.08.2024","95,31","95,14","95,90","95,12","77,25M","0,53%"
"31.07.2024","94,81","94,53","94,84","94,24","47,45M","1,02%"
"30.07.2024","93,85","93,75","94,05","93,30","28,17M","0,39%"
"29.07.2024","93,49","93,67","93,69","93,22","25,80M","0,54%"
"26.07.2024","92,99","92,95","93,15","92,71","34,42M","0,78%"
"25.07.2024","92,27","92,03","92,86","91,96","45,00M","0,82%"
"24.07.2024","91,52","92,59","92,85","91,47","50,76M","-1,08%"
"23.07.2024","92,52","92,81","93,03","92,49","23,50M","-0,14%"
"22.07.2024","92,65","93,40","93,52","92,30","36,16M","-0,29%"
"19.07.2024","92,92","93,04","93,16","92,82","32,16M","-0,59%"
"18.07.2024","93,47","93,68","94,14","93,38","34,55M","-0,76%"
"17.07.2024","94,19","93,92","94,40","93,69","29,04M","0,02%"
"16.07.2024","94,17","93,53","94,21","93,39","36,38M","1,41%"
"15.07.2024","92,86","93,00","93,30","92,78","37,92M","-1,15%"
"12.07.2024","93,94","93,53","93,94","93,34","27,80M","0,43%"
"11.07.2024","93,54","93,68","94,14","93,47","49,76M","0,97%"
"10.07.2024","92,64","92,45","92,68","92,26","23,57M","0,31%"
"09.07.2024","92,35","92,47","92,68","91,87","30,30M","-0,44%"
"08.07.2024","92,76","92,54","92,85","92,22","16,10M","0,22%"
"05.07.2024","92,56","92,27","92,72","91,90","34,90M","0,83%"
"03.07.2024","91,80","91,17","91,89","91,08","35,56M","1,31%"
"02.07.2024","90,61","90,68","90,81","90,08","34,20M","0,78%"
"01.07.2024","89,91","90,42","91,08","89,82","49,74M","-2,04%"
"28.06.2024","91,78","93,73","93,76","91,78","55,12M","-1,86%"
"27.06.2024","93,52","93,52","93,71","93,42","23,14M","0,40%"
"26.06.2024","93,15","93,28","93,46","93,11","38,49M","-1,43%"
"25.06.2024","94,50","94,07","94,55","94,04","23,16M","0,17%"
"24.06.2024","94,34","94,05","94,34","93,74","56,94M","0,40%"
"21.06.2024","93,96","94,24","94,48","93,59","22,83M","0,00%"
"20.06.2024","93,96","93,41","94,00","93,34","30,25M","-0,67%"
"18.06.2024","94,59","93,89","94,60","93,73","26,88M","0,92%"
"17.06.2024","93,73","93,52","93,81","93,28","31,04M","-0,99%"
"14.06.2024","94,67","94,42","94,84","94,24","28,78M","0,84%"
"13.06.2024","93,88","93,22","93,99","92,95","33,09M","1,47%"
"12.06.2024","92,52","93,02","93,57","92,49","42,55M","0,75%"
"11.06.2024","91,83","91,03","91,87","90,92","30,33M","1,03%"
"10.06.2024","90,89","91,00","91,06","90,65","20,59M","-0,67%"
"07.06.2024","91,50","91,83","91,83","91,40","35,24M","-1,83%"
"06.06.2024","93,21","92,92","93,43","92,86","22,89M","-0,15%"
"05.06.2024","93,35","93,00","93,35","92,39","43,15M","0,73%"
"04.06.2024","92,67","92,20","92,80","91,99","42,58M","1,17%"
"03.06.2024","91,60","90,64","91,67","90,61","42,27M","1,27%"
"31.05.2024","90,45","90,48","90,66","90,25","41,31M","0,68%"
"30.05.2024","89,84","89,60","89,97","89,44","29,57M","0,97%"
"29.05.2024","88,98","89,34","89,39","88,68","45,51M","-1,21%"
"28.05.2024","90,07","91,33","91,36","90,03","45,97M","-1,43%"
"24.05.2024","91,38","90,97","91,47","90,90","19,16M","0,30%"
"23.05.2024","91,11","91,80","91,80","90,82","51,29M","-0,64%"
"22.05.2024","91,70","91,27","91,78","91,26","38,07M","0,12%"
"21.05.2024","91,59","91,73","91,77","91,43","15,33M","0,52%"
"20.05.2024","91,12","91,08","91,32","91,01","17,92M","-0,30%"
"17.05.2024","91,39","91,64","91,80","91,34","24,76M","-0,67%"
"16.05.2024","92,01","92,39","92,42","91,94","37,90M","-0,10%"
"15.05.2024","92,10","91,87","92,25","91,63","65,14M","1,36%"
"14.05.2024","90,86","90,65","90,92","90,42","25,75M","0,56%"
"13.05.2024","90,35","90,55","90,61","90,31","23,16M","0,26%"
"10.05.2024","90,12","90,28","90,38","89,96","21,91M","-0,56%"
"09.05.2024","90,63","89,87","90,77","89,82","39,61M","0,49%"
"08.05.2024","90,19","90,31","90,46","90,16","31,17M","-0,61%"
"07.05.2024","90,74","90,90","91,24","90,61","30,53M","0,61%"
"06.05.2024","90,19","89,87","90,25","89,67","23,87M","0,39%"
"03.05.2024","89,84","89,93","90,12","89,27","50,07M","1,01%"
"02.05.2024","88,94","88,21","89,01","88,03","58,93M","0,43%"
"01.05.2024","88,56","88,60","89,21","88,24","59,68M","0,39%"
"30.04.2024","88,22","88,42","88,73","88,10","41,05M","-0,85%"
"29.04.2024","88,98","88,66","89,01","88,48","39,23M","0,84%"
"26.04.2024","88,24","88,25","88,61","88,05","31,59M","0,52%"
"25.04.2024","87,78","87,46","87,90","87,34","49,28M","-0,70%"
"24.04.2024","88,40","88,56","88,63","87,50","48,99M","-0,71%"
"23.04.2024","89,03","88,73","89,54","88,55","27,22M","0,03%"
"22.04.2024","89,00","88,68","89,12","88,64","24,97M","-0,17%"
"19.04.2024","89,15","89,39","89,39","88,90","44,83M","0,36%"
"18.04.2024","88,83","89,24","89,27","88,59","43,84M","-0,50%"
"17.04.2024","89,28","88,87","89,38","88,46","57,95M","1,11%"
"16.04.2024","88,30","88,05","88,58","87,79","45,10M","-0,66%"
"15.04.2024","88,89","89,22","89,26","88,52","55,99M","-1,55%"
"12.04.2024","90,29","90,64","90,95","90,28","47,90M","0,53%"
"11.04.2024","89,81","90,38","90,44","89,51","65,75M","-0,45%"
"10.04.2024","90,22","91,20","91,30","90,05","74,37M","-2,18%"
"09.04.2024","92,23","91,87","92,36","91,83","32,54M","0,93%"
"08.04.2024","91,38","91,23","91,59","91,13","37,88M","-0,01%"
"05.04.2024","91,39","91,69","92,18","91,38","42,50M","-1,39%"
"04.04.2024","92,68","92,63","92,76","92,04","47,96M","0,72%"
"03.04.2024","92,02","91,26","92,05","91,05","45,49M","-0,02%"
"02.04.2024","92,04","91,57","92,20","91,33","43,09M","-0,55%"
"01.04.2024","92,55","93,29","93,30","92,46","48,95M","-2,19%"
"28.03.2024","94,62","94,49","95,02","94,32","34,54M","-0,08%"
"27.03.2024","94,70","93,99","94,70","93,94","50,16M","0,99%"
"26.03.2024","93,77","93,51","93,87","93,28","34,42M","0,28%"
"25.03.2024","93,51","93,71","93,75","93,30","24,01M","-0,50%"
"22.03.2024","93,98","94,19","94,21","93,78","30,26M","0,96%"
"21.03.2024","93,09","93,27","93,43","92,72","34,28M","0,22%"
"20.03.2024","92,89","93,10","93,79","92,29","43,46M","-0,03%"
"19.03.2024","92,92","92,85","93,27","92,69","26,95M","0,28%"
"18.03.2024","92,66","92,73","92,99","92,50","29,52M","-0,30%"
"15.03.2024","92,94","93,06","93,19","92,79","35,00M","-0,03%"
"14.03.2024","92,97","93,73","93,75","92,86","58,37M","-1,54%"
"13.03.2024","94,42","94,50","94,74","94,21","38,27M","-0,48%"
"12.03.2024","94,88","95,04","95,21","94,69","29,57M","-0,84%"
"11.03.2024","95,68","95,96","96,01","95,37","17,79M","-0,05%"
"08.03.2024","95,73","95,80","96,04","95,48","25,02M","-0,18%"
"07.03.2024","95,90","96,36","96,40","95,48","39,08M","-0,09%"
"06.03.2024","95,99","95,49","96,17","95,41","40,57M","0,59%"
"05.03.2024","95,43","95,23","95,68","94,96","37,72M","1,42%"
"04.03.2024","94,09","93,70","94,15","93,68","23,86M","-0,40%"
"01.03.2024","94,47","93,44","94,51","93,01","45,83M","0,31%"
"29.02.2024","94,18","93,82","94,30","93,78","51,04M","0,71%"
"28.02.2024","93,52","93,08","93,60","92,90","34,57M","0,63%"
"27.02.2024","92,93","93,24","93,47","92,85","30,24M","-0,71%"
"26.02.2024","93,59","94,00","94,03","93,19","27,86M","-0,30%"
"23.02.2024","93,87","92,75","94,00","92,75","38,41M","1,34%"
"22.02.2024","92,63","92,33","92,76","92,26","45,19M","0,49%"
"21.02.2024","92,18","92,83","92,89","92,01","36,40M","-0,71%"
"20.02.2024","92,84","92,79","93,19","92,72","24,47M","0,09%"
"16.02.2024","92,76","92,48","92,85","92,34","33,12M","-0,58%"
"15.02.2024","93,30","93,56","93,72","93,00","49,60M","0,52%"
"14.02.2024","92,82","92,30","93,05","92,23","44,19M","0,51%"
"13.02.2024","92,35","92,86","93,06","92,33","49,77M","-1,71%"
"12.02.2024","93,96","93,90","94,14","93,50","27,89M","0,12%"
"09.02.2024","93,85","93,76","94,01","93,66","27,95M","-0,20%"
"08.02.2024","94,04","94,02","94,30","93,65","50,09M","-0,58%"
"07.02.2024","94,59","94,57","95,23","94,52","40,12M","-0,48%"
"06.02.2024","95,05","94,24","95,15","94,21","33,41M","0,98%"
"05.02.2024","94,13","94,63","94,85","94,02","53,83M","-2,02%"
"02.02.2024","96,07","96,27","96,62","95,69","63,82M","-2,21%"
"01.02.2024","98,24","97,42","98,67","97,19","84,29M","1,63%"
"31.01.2024","96,66","96,22","96,91","96,00","80,65M","0,98%"
"30.01.2024","95,72","95,48","95,84","94,74","40,15M","0,91%"
"29.01.2024","94,86","94,31","95,17","94,12","38,24M","1,15%"
"26.01.2024","93,78","93,93","94,07","93,49","29,28M","-0,19%"
"25.01.2024","93,96","94,00","94,22","93,57","57,02M","0,65%"
"24.01.2024","93,35","94,51","94,54","93,10","54,57M","-0,59%"
"23.01.2024","93,90","93,89","93,99","93,43","35,79M","-0,79%"
"22.01.2024","94,65","94,82","95,08","94,39","35,76M","0,60%"
"19.01.2024","94,09","93,71","94,17","93,26","47,03M","0,32%"
"18.01.2024","93,79","94,46","94,58","93,51","77,34M","-0,93%"
"17.01.2024","94,67","94,60","95,00","94,16","55,51M","-0,16%"
"16.01.2024","94,82","95,62","95,79","94,51","61,72M","-1,76%"
"12.01.2024","96,52","96,78","97,27","96,27","38,88M","-0,20%"
"11.01.2024","96,71","96,17","96,83","95,71","78,86M","0,56%"
"10.01.2024","96,17","96,92","97,04","96,12","48,23M","-0,47%"
"09.01.2024","96,62","96,64","97,17","96,58","34,37M","-0,64%"
"08.01.2024","97,24","96,23","97,38","96,09","39,49M","0,99%"
"05.01.2024","96,29","96,50","97,68","96,21","45,89M","-0,96%"
"04.01.2024","97,22","97,42","97,64","97,07","52,60M","-1,52%"
"03.01.2024","98,72","97,38","98,85","97,15","58,16M","0,42%"
"02.01.2024","98,31","98,23","98,65","98,00","47,80M","-0,58%"
"29.12.2023","98,88","99,13","99,82","98,79","41,62M","-0,90%"
"28.12.2023","99,78","100,09","100,57","99,56","36,21M","-0,73%"
"27.12.2023","100,51","99,78","100,53","99,50","45,08M","1,77%"
"26.12.2023","98,76","98,54","98,87","98,48","24,02M","0,29%"
"22.12.2023","98,47","99,38","99,38","98,24","29,24M","-0,46%"
"21.12.2023","98,93","99,74","99,84","98,75","65,23M","-0,63%"
"20.12.2023","99,56","99,11","99,69","98,58","51,23M","0,68%"
"19.12.2023","98,89","98,86","99,26","98,66","30,02M","0,54%"
"18.12.2023","98,36","98,50","98,50","98,02","34,75M","-0,80%"
"15.12.2023","99,15","98,69","99,35","98,58","59,94M","0,11%"
"14.12.2023","99,04","97,66","99,04","97,42","87,80M","2,27%"
"13.12.2023","96,84","95,17","96,98","95,02","70,83M","2,35%"
"12.12.2023","94,62","94,15","94,70","93,90","37,00M","0,30%"
"11.12.2023","94,34","94,01","94,44","93,53","33,91M","-0,21%"
"08.12.2023","94,54","94,42","94,71","93,91","44,81M","-0,82%"
"07.12.2023","95,32","95,18","96,08","95,06","47,97M","-0,57%"
"06.12.2023","95,87","95,08","96,05","94,87","61,61M","1,33%"
"05.12.2023","94,61","93,63","94,62","93,57","73,59M","2,15%"
"04.12.2023","92,61","92,49","92,83","92,09","33,77M","-0,40%"
"01.12.2023","92,99","91,31","93,06","91,13","64,17M","1,56%"
"30.11.2023","91,56","91,97","92,29","91,15","60,52M","-1,16%"
"29.11.2023","92,63","92,11","92,69","91,78","61,65M","1,26%"
"28.11.2023","91,48","90,91","91,53","90,79","44,99M","0,20%"
"27.11.2023","91,30","90,30","91,34","90,21","39,80M","1,67%"
"24.11.2023","89,80","90,10","90,26","89,79","20,20M","-1,18%"
"22.11.2023","90,87","91,12","91,32","90,38","31,22M","0,35%"
"21.11.2023","90,55","90,50","90,80","89,89","27,72M","-0,04%"
"20.11.2023","90,59","89,62","90,65","89,61","40,52M","0,61%"
"17.11.2023","90,04","90,16","90,43","89,64","44,10M","0,47%"
"16.11.2023","89,62","89,30","89,96","89,25","49,47M","1,24%"
"15.11.2023","88,52","89,01","89,14","88,31","56,21M","-1,40%"
"14.11.2023","89,78","90,00","90,15","89,29","65,67M","2,27%"
"13.11.2023","87,79","87,22","87,94","86,90","25,66M","-0,23%"
"10.11.2023","87,99","88,22","88,43","87,77","36,59M","0,56%"
"09.11.2023","87,50","88,94","89,03","86,74","88,98M","-2,30%"
"08.11.2023","89,56","88,48","89,62","88,45","53,89M","1,70%"
"07.11.2023","88,06","87,61","88,50","87,59","37,83M","1,47%"
"06.11.2023","86,78","87,07","87,20","86,60","41,34M","-0,97%"
"03.11.2023","87,63","88,81","89,05","87,57","77,69M","0,68%"
"02.11.2023","87,04","86,68","87,31","86,22","69,74M","2,28%"
"01.11.2023","85,10","84,04","85,12","84,02","72,31M","1,82%"
"31.10.2023","83,58","84,36","84,77","83,55","37,27M","-0,49%"
"30.10.2023","83,99","83,81","84,50","83,24","45,03M","-0,45%"
"27.10.2023","84,37","84,19","84,97","83,74","32,36M","-0,42%"
"26.10.2023","84,73","83,48","84,82","83,40","49,70M","1,53%"
"25.10.2023","83,45","84,02","84,13","83,13","60,74M","-2,23%"
"24.10.2023","85,35","84,44","85,35","84,09","46,27M","1,32%"
"23.10.2023","84,24","82,81","84,86","82,42","70,89M","1,20%"
"20.10.2023","83,24","82,99","83,54","82,77","52,19M","0,57%"
"19.10.2023","82,77","83,88","84,57","82,74","87,70M","-2,05%"
"18.10.2023","84,50","84,38","84,72","83,85","63,72M","-0,88%"
"17.10.2023","85,25","84,89","85,63","84,50","52,95M","-1,10%"
"16.10.2023","86,20","86,19","86,37","85,90","38,31M","-1,61%"
"13.10.2023","87,61","87,60","87,83","87,17","44,20M","1,79%"
"12.10.2023","86,07","88,05","88,19","85,93","66,99M","-2,71%"
"11.10.2023","88,47","87,85","88,47","87,60","58,52M","2,09%"
"10.10.2023","86,66","85,85","87,17","85,52","54,74M","-0,14%"
"09.10.2023","86,78","85,50","86,80","84,95","29,42M","2,35%"
"06.10.2023","84,79","84,20","85,68","84,06","62,79M","-1,21%"
"05.10.2023","85,83","86,11","86,19","85,64","35,76M","-0,50%"
"04.10.2023","86,26","85,77","86,31","85,37","56,28M","1,41%"
"03.10.2023","85,06","86,31","86,65","84,89","71,36M","-2,15%"
"02.10.2023","86,93","87,82","87,93","86,71","44,70M","-1,98%"
"29.09.2023","88,69","89,27","89,49","88,13","49,01M","0,01%"
"28.09.2023","88,68","87,62","88,73","87,10","60,24M","0,31%"
"27.09.2023","88,41","89,54","89,62","88,09","47,11M","-0,52%"
"26.09.2023","88,87","89,43","89,62","88,71","38,10M","-0,35%"
"25.09.2023","89,18","89,66","90,04","89,15","45,59M","-2,46%"
"22.09.2023","91,43","90,81","91,61","90,67","29,53M","0,80%"
"21.09.2023","90,70","91,29","91,36","90,69","59,96M","-2,57%"
"20.09.2023","93,09","93,29","93,60","93,04","29,45M","0,31%"
"19.09.2023","92,80","93,08","93,43","92,80","24,95M","-0,74%"
"18.09.2023","93,49","92,85","93,53","92,82","17,96M","0,57%"
"15.09.2023","92,96","93,46","93,48","92,96","25,64M","-0,61%"
"14.09.2023","93,53","93,94","94,21","93,40","27,80M","-0,72%"
"13.09.2023","94,21","93,92","94,53","93,82","23,33M","-0,02%"
"12.09.2023","94,23","93,89","94,24","93,58","20,03M","0,58%"
"11.09.2023","93,69","93,70","93,98","93,55","17,06M","-0,72%"
"08.09.2023","94,37","94,38","94,90","94,17","17,05M","0,38%"
"07.09.2023","94,01","94,00","94,07","93,68","18,09M","0,28%"
"06.09.2023","93,75","94,09","94,11","93,46","23,61M","0,25%"
"05.09.2023","93,52","94,28","94,29","93,49","29,44M","-1,40%"
"01.09.2023","94,85","95,80","95,82","94,62","32,47M","-1,85%"
"31.08.2023","96,64","96,54","97,05","96,43","26,96M","0,45%"
"30.08.2023","96,21","96,16","96,40","95,88","17,55M","-0,10%"
"29.08.2023","96,31","94,97","96,51","94,94","28,48M","1,04%"
"28.08.2023","95,32","95,65","95,66","94,89","16,04M","0,11%"
"25.08.2023","95,22","94,66","95,51","94,51","23,87M","0,33%"
"24.08.2023","94,91","95,13","95,55","94,89","22,30M","-0,66%"
"23.08.2023","95,54","94,30","95,55","94,23","38,29M","2,48%"
"22.08.2023","93,23","92,64","93,28","92,46","21,32M","0,77%"
"21.08.2023","92,52","92,66","92,76","92,23","29,25M","-1,33%"
"18.08.2023","93,77","93,43","94,19","93,30","24,18M","0,35%"
"17.08.2023","93,44","93,50","93,61","93,02","32,24M","-0,43%"
"16.08.2023","93,84","94,28","94,79","93,72","23,08M","-0,78%"
"15.08.2023","94,58","94,80","95,19","94,56","24,13M","-0,61%"
"14.08.2023","95,16","95,21","95,93","94,90","19,07M","-0,22%"
"11.08.2023","95,37","95,30","95,86","95,20","26,75M","-0,23%"
"10.08.2023","95,59","97,04","97,36","95,59","37,25M","-1,65%"
"09.08.2023","97,19","96,88","97,29","96,84","20,15M","0,52%"
"08.08.2023","96,69","96,86","97,37","96,44","24,01M","1,16%"
"07.08.2023","95,58","96,11","96,20","95,50","35,86M","-0,98%"
"04.08.2023","96,53","95,15","96,68","95,13","42,07M","1,77%"
"03.08.2023","94,85","95,19","95,32","94,54","59,45M","-2,31%"
"02.08.2023","97,09","97,04","97,24","96,41","38,12M","-1,07%"
"01.08.2023","98,14","98,84","98,92","97,90","34,99M","-1,91%"
"31.07.2023","100,05","99,65","100,33","99,62","28,67M","0,24%"
"28.07.2023","99,81","99,40","99,86","99,15","27,43M","0,51%"
"27.07.2023","99,30","100,71","100,93","98,91","44,79M","-1,95%"
"26.07.2023","101,27","101,68","101,69","100,93","19,31M","0,10%"
"25.07.2023","101,17","100,83","101,50","100,80","17,16M","-0,19%"
"24.07.2023","101,36","101,99","102,15","101,30","17,55M","-0,36%"
"21.07.2023","101,73","102,16","102,35","101,63","20,66M","0,03%"
"20.07.2023","101,70","102,22","102,31","101,28","56,95M","-1,21%"
"19.07.2023","102,95","102,00","102,98","101,72","27,19M","1,13%"
"18.07.2023","101,80","101,80","102,07","101,57","15,41M","0,45%"
"17.07.2023","101,34","101,23","101,49","100,92","18,83M","0,05%"
"14.07.2023","101,29","101,72","101,93","101,24","18,57M","-0,59%"
"13.07.2023","101,89","101,31","101,97","101,03","32,44M","1,05%"
"12.07.2023","100,83","100,10","101,12","99,76","31,93M","1,11%"
"11.07.2023","99,72","99,57","99,97","99,29","20,49M","0,51%"
"10.07.2023","99,21","98,86","99,53","98,85","24,67M","0,13%"
"07.07.2023","99,08","99,18","99,60","98,99","29,00M","-0,60%"
"06.07.2023","99,68","100,20","100,38","99,47","41,38M","-1,41%"
"05.07.2023","101,11","101,89","102,00","100,74","28,17M","-0,95%"
"03.07.2023","102,08","102,84","103,25","102,06","16,01M","-0,84%"
"30.06.2023","102,94","102,06","103,06","101,87","32,02M","1,18%"
"29.06.2023","101,74","102,17","102,34","101,45","41,09M","-1,80%"
"28.06.2023","103,61","103,41","103,84","102,83","23,83M","0,43%"
"27.06.2023","103,17","103,59","103,95","102,76","18,11M","-0,26%"
"26.06.2023","103,44","103,62","103,80","103,16","12,89M","0,11%"
"23.06.2023","103,33","103,83","103,95","102,98","22,90M","1,00%"
"22.06.2023","102,31","102,80","103,25","102,20","23,63M","-1,21%"
"21.06.2023","103,56","102,81","103,65","102,34","19,72M","0,24%"
"20.06.2023","103,31","103,11","103,66","103,11","17,16M","0,69%"
"16.06.2023","102,60","102,44","102,83","102,03","16,76M","-0,39%"
"15.06.2023","103,00","103,03","103,63","102,60","25,73M","0,96%"
"14.06.2023","102,02","101,63","102,29","101,46","29,09M","0,80%"
"13.06.2023","101,21","102,11","102,33","100,96","25,91M","-0,99%"
"12.06.2023","102,22","102,24","102,30","101,12","19,02M","0,29%"
"09.06.2023","101,92","101,60","102,26","101,34","22,15M","-0,14%"
